Unnamed: 0,微博id,发布者姓名,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,nb_interactivity,date,text_preprocessed,positive_prob,negative_prob,confidence,sentiment,error_sentiment,if_大V,if_官媒,if_自媒,if_个人用户
373.0,IEczdcQPv,航旅圈,男,海南,620,4089523,航旅圈:【有外航5月保留多条中国航线，“五个一”政策解除了吗？】上面这个问题，小圈已经被问过很多遍了，答案是5月依然执行“五个一”政策！目前没有通知恢复正常的时间。小圈也顺着截图去看了部分航司的官网，例如韩亚航空就明确标注所谓保留的中韩航线，「5月航班计划待中国政府批准后确定」，现在保留不代表到时候一定会飞，个别不专业的机票出行自媒体写的内容太误导人了，可能会让一些急于回国的人员误买韩国中转的机票，最后又遭遇航班取消 #不止飞行# #航空那些事儿# 原图 ,无,无,2020-04-20 15:52:00,微博 weibo.com,36,4,12,53,2020-04-20 00:00:00,有外航5月保留多条中国航线，五个一政策解除了吗？上面这个问题，小圈已经被问过很多遍了，答案是5月依然执行五个一政策！目前没有通知恢复正常的时间。小圈也顺着截图去看了部分航司的官网，例如韩亚航空就明确标注所谓保留的中韩航线，「5月航班计划待中国政府批准后确定」，现在保留不代表到时候一定会飞，个别不专业的机票出行自媒体写的内容太误导人了，可能会让一些急于回国的人员误买韩国中转的机票，最后又遭遇航班取消 不止飞行 航空那些事儿 原图,0.00025839200000000003,0.999742,0.999426,0,0,,,,
374.0,IEbTtjrR2,凤天乘云教育西安校区,男,陕西,20,1718,凤天乘云教育西安校区:【国内航司5月最新国际航班计划出炉！这些航司“国际航班候补服务”已上线】2020年4月18日消息：五一小长假即将来临，国外疫情形势依然严峻，中国工程院院士李兰娟也表示“要旅游在中国还是最安全的”。4月17、18日，国内航司陆续公布了5月最新的国际航班计划。从各航司的航班计划中可以看出，由于严峻的海外疫情和五一出境游热度过低，国内航司将继续延长“五个一”的政策直到5月31日，即一家航空公司在一个国家保留一条航线，一周最多有一个航班。#民航# #空乘#http://t.cn/A6wYQQKd 原图 ,无,无,2020-04-20 14:09:00,微博 weibo.com,0,0,0,1,2020-04-20 00:00:00,国内航司5月最新国际航班计划出炉！这些航司国际航班候补服务已上线2020年4月18日消息：五一小长假即将来临，国外疫情形势依然严峻，中国工程院院士李兰娟也表示要旅游在中国还是最安全的。4月17、18日，国内航司陆续公布了5月最新的国际航班计划。从各航司的航班计划中可以看出，由于严峻的海外疫情和五一出境游热度过低，国内航司将继续延长五个一的政策直到5月31日，即一家航空公司在一个国家保留一条航线，一周最多有一个航班。民航 空乘 原图,0.984176,0.0158236,0.964836,2,0,,,,
375.0,IEbSRuuaK,柊稜生,女,海外,184,877,柊稜生:挺好笑的，我大概上个月有发五个一政策让很多留学生or华人回不来。底下有社区工作者过来跟我发挖鼻孔的表情讲也没全砍啊。我是不太知道她的point是想杠我在海外没和他们一起抗议疫还是家里没有前线人员。真的很不巧，国内最惨的时候我在国内，国外最惨的时候我在国外。我爹妈现在还在被抽调去隔离酒店值夜班，去社区查岗，一直都跑在前线。最恶心的是我居然还要在微博微信和这些人扯皮。索性全部双向拉黑，世界清静。 ,无,无,2020-04-20 14:07:00,微博国际版,4,1,0,6,2020-04-20 00:00:00,挺好笑的，我大概上个月有发五个一政策让很多留学生or华人回不来。底下有社区工作者过来跟我发挖鼻孔的表情讲也没全砍啊。我是不太知道她的point是想杠我在海外没和他们一起抗议疫还是家里没有前线人员。真的很不巧，国内最惨的时候我在国内，国外最惨的时候我在国外。我爹妈现在还在被抽调去隔离酒店值夜班，去社区查岗，一直都跑在前线。最恶心的是我居然还要在微博微信和这些人扯皮。索性全部双向拉黑，世界清静。,0.00044283,0.9995569999999999,0.999016,0,0,,,,
376.0,IEb9QzzQf,圣欧亭,男,江苏,496,84139,圣欧亭:【乌鹊疑不来，迢迢牛奶路】疫情中在美国买机票不易。3月29日起中国民航局实行“五个一”政策，即一家航空公司在一个国家只保留一条航线，一周至多一个航班。物以稀为贵，机票价飞涨。如果马上走，倒有一张美联航4月20日的机票，从华盛顿附近的杜勒斯国际机场起飞，经洛杉矶再到台北桃园机场经停，全程约31个小时，2211美元。其他航空公司，最早也是4月30日有票，而且更贵。有没有价位比较适中的？网上一搜，看到5月6日有张前往北京的单程机票，摩洛哥航空，从华盛顿起飞经停摩洛哥飞北京，航程25小时55分钟，657美元，票价不错，但网上查到的票不一定能买到。还有没有别的航空公司机票？通过网络再搜寻，看到有4月30日的机票，是埃塞俄比亚航空的，经停埃塞首都再飞北京，预计航程39小时20分钟，票价38634元人民币。疫情发生之前，从北京到华盛顿单程13小时的航程，往返机票大致在7千元人民币左右。（资料引自钱江4月18日的华盛顿通讯） [组图共2张] 原图 ,无,无,2020-04-20 12:16:00,HUAWEI Mate 8,0,0,2,3,2020-04-20 00:00:00,乌鹊疑不来，迢迢牛奶路疫情中在美国买机票不易。3月29日起中国民航局实行五个一政策，即一家航空公司在一个国家只保留一条航线，一周至多一个航班。物以稀为贵，机票价飞涨。如果马上走，倒有一张美联航4月20日的机票，从华盛顿附近的杜勒斯国际机场起飞，经洛杉矶再到台北桃园机场经停，全程约31个小时，2211美元。其他航空公司，最早也是4月30日有票，而且更贵。有没有价位比较适中的？网上一搜，看到5月6日有张前往北京的单程机票，摩洛哥航空，从华盛顿起飞经停摩洛哥飞北京，航程25小时55分钟，657美元，票价不错，但网上查到的票不一定能买到。还有没有别的航空公司机票？通过网络再搜寻，看到有4月30日的机票，是埃塞俄比亚航空的，经停埃塞首都再飞北京，预计航程39小时20分钟，票价38634元人民币。疫情发生之前，从北京到华盛顿单程13小时的航程，往返机票大致在7千元人民币左右。资料引自钱江4月18日的华盛顿通讯 原图,0.47933000000000003,0.52067,0.586601,1,0,,,,
377.0,IEaJ5mn09,猎头班长老王,男,北京,448,1233,猎头班长老王:民航局要求，自《通知》发布之日起，航空公司在国际航线“五个一”疫情防控政策实施期间，对国际机票全部采取直销模式。同时，对已由代理企业销售的国际机票要加强管控，严禁换票，订座及购票后禁止更改旅客姓名，以杜绝中间环节倒票、炒票行为。航空公司要严格执行国际运价政策，确保公开透明、明码标价。http://t.cn/A6wYLf46 ,无,无,2020-04-20 11:10:00,微博 weibo.com,0,0,0,1,2020-04-20 00:00:00,民航局要求，自通知发布之日起，航空公司在国际航线五个一疫情防控政策实施期间，对国际机票全部采取直销模式。同时，对已由代理企业销售的国际机票要加强管控，严禁换票，订座及购票后禁止更改旅客姓名，以杜绝中间环节倒票、炒票行为。航空公司要严格执行国际运价政策，确保公开透明、明码标价。,0.011508200000000001,0.988492,0.974426,0,0,,,,
378.0,IEawbaLlS,今日最新闻官方微博,男,广东,244,1754984,今日最新闻官方微博:【三大航司公布五月国际航班】 随着4月18日南方航空对外公布5月国际航班安排，国内三大航空公司未来一个月的国际航班计划全部公布。从各航司的航班计划中可以看出，由于严峻的海外疫情，国内航司将继续延长“五个一”的政策直到5月底。  今日最新闻官方微博的微博视频  ,无,无,2020-04-20 10:39:00,360安全浏览器,6,1,2,10,2020-04-20 00:00:00,三大航司公布五月国际航班 随着4月18日南方航空对外公布5月国际航班安排，国内三大航空公司未来一个月的国际航班计划全部公布。从各航司的航班计划中可以看出，由于严峻的海外疫情，国内航司将继续延长五个一的政策直到5月底。 今日最新闻官方微博的微博视频,0.733051,0.266949,0.40678000000000003,2,0,,,,
379.0,IE9DNlQND,庄里微,男,河北,4074,2071181,庄里微:【最新！各大航空公司5月国际航班计划出炉】3月29日起，民航“五个一”政策开始实施1家航空公司在1个国家保留1条航线1周至多1个航班，国际航班大幅调整。5月各大航司计划执行哪些国际航线？01中国国际航空自http://t.cn/A6wjH4gb ，国航每周可执行国际航线共计22条，其中涉及北京分流航线17条，浦东相关航线3条，成都相关航线2条，具体航班计划及关于北京地区的第一入境点计划如下：02东方航空自http://t.cn/A6wjH4ey ，东航、上航每周可执行国际航线共20条，其中涉及上海航线16条，昆明航线3条，南京航线1条。具体航班计划如下（以当地时间为准）：南方航空自5月3日0时至5月30日24时，南航每周可执行国际航线共计19条，其中涉及广州航线16条，沈阳航线2条，乌鲁木齐航线1条，具体航班计划如下：04海南航空自http://t.cn/A6wjH4gb ，海南航空每周可执行国际航线2条：05首都航空自http://t.cn/A6wjH4gb ，首都航空计划执行青岛=伦敦国际航线，航班号JD431/JD432，起飞班期（当地时间）：每周五。民航局发布通知国际机票全部采取直销模式为进一步加强疫情期间国际机票销售管理，确保国际航空运输市场平稳有序，切实维护旅客的合法权益，民航局于4月16日下发《关于进一步明确疫情期间国际机票销售有关问题的通知》，要求航空公司对国际机票全部采取直销模式，确保公开透明、明码标价，杜绝中间环节倒票、炒票行为。从26国乘机回国，旅客需提前14天填报健康信息4月7日，中国民用航空局、中华人民共和国海关总署联合发布《关于中国籍旅客乘坐航班回国前填报防疫健康信息的公告》。根据《公告》，自4月8日起，从意大利、美国、西班牙等26个国家已购买回国机票的中国籍旅客需要提前填报防疫健康信息。旅客未按要求填报的，将无法登机；填报虚假信息，将导致行程受阻，并须承担相应法律责任。来源: 知河北 [组图共5张] 原图 ,无,无,2020-04-20 08:25:00,荣耀畅玩8C,20,14,2,37,2020-04-20 00:00:00,最新！各大航空公司5月国际航班计划出炉3月29日起，民航五个一政策开始实施1家航空公司在1个国家保留1条航线1周至多1个航班，国际航班大幅调整。5月各大航司计划执行哪些国际航线？01中国国际航空自http ，国航每周可执行国际航线共计22条，其中涉及北京分流航线17条，浦东相关航线3条，成都相关航线2条，具体航班计划及关于北京地区的第一入境点计划如下：02东方航空自http ，东航、上航每周可执行国际航线共20条，其中涉及上海航线16条，昆明航线3条，南京航线1条。具体航班计划如下以当地时间为准：南方航空自5月3日0时至5月30日24时，南航每周可执行国际航线共计19条，其中涉及广州航线16条，沈阳航线2条，乌鲁木齐航线1条，具体航班计划如下：04海南航空自http ，海南航空每周可执行国际航线2条：05首都航空自http ，首都航空计划执行青岛伦敦国际航线，航班号JD431JD432，起飞班期当地时间：每周五。民航局发布通知国际机票全部采取直销模式为进一步加强疫情期间国际机票销售管理，确保国际航空运输市场平稳有序，切实维护旅客的合法权益，民航局于4月16日下发关于进一步明确疫情期间国际机票销售有关问题的通知，要求航空公司对国际机票全部采取直销模式，确保公开透明、明码标价，杜绝中间环节倒票、炒票行为。从26国乘机回国，旅客需提前14天填报健康信息4月7日，中国民用航空局、中华人民共和国海关总署联合发布关于中国籍旅客乘坐航班回国前填报防疫健康信息的公告。根据公告，自4月8日起，从意大利、美国、西班牙等26个国家已购买回国机票的中国籍旅客需要提前填报防疫健康信息。旅客未按要求填报的，将无法登机；填报虚假信息，将导致行程受阻，并须承担相应法律责任。来源 知河北 原图,0.783721,0.216279,0.5193810000000001,2,0,,,,
380.0,IE9zWeB8l,富阳都市新闻,女,浙江,971,827,富阳都市新闻:【出行】中国国际航空自http://t.cn/A6wjYeS3 ，国航每周可执行国际航线共计22条，其中涉及北京分流航线17条，浦东相关航线3条，成都相关航线2条，具体航班计划及关于北京地区的第一入境点计划如下：】3月29日起民航“五个一”政策开始实施1家航空公司在1个国家保留1条航线1周至多1个航班国际航班大幅调整5月各大航司计划执行哪些国际航线？ 原图 ,无,无,2020-04-20 08:15:00,荣耀V30 PRO 5G,0,0,0,1,2020-04-20 00:00:00,出行中国国际航空自http ，国航每周可执行国际航线共计22条，其中涉及北京分流航线17条，浦东相关航线3条，成都相关航线2条，具体航班计划及关于北京地区的第一入境点计划如下：3月29日起民航五个一政策开始实施1家航空公司在1个国家保留1条航线1周至多1个航班国际航班大幅调整5月各大航司计划执行哪些国际航线？ 原图,0.7590180000000001,0.24098200000000003,0.46448500000000004,2,0,,,,
381.0,IE9pPddR1,猪猪猪猪我爱猪猪,女,广东,671,227,猪猪猪猪我爱猪猪:被五个一政策搞得每天anxiety都很严重烦  ,无,无,2020-04-20 07:50:00,iPhone X,1,0,1,3,2020-04-20 00:00:00,被五个一政策搞得每天anxiety都很严重烦,0.00344257,0.996557,0.99235,0,0,,,,
382.0,IE9eh0yJG,不搬磚_攻城獅Jay,男,海外,203,611,不搬磚_攻城獅Jay:“五个一政策”：平均每个人买5次机票才能有一次机会可以回国（我感觉不止5次）  ,无,无,2020-04-20 07:22:00,iPhone 11 Pro,7,0,6,14,2020-04-20 00:00:00,五个一政策：平均每个人买5次机票才能有一次机会可以回国我感觉不止5次,0.987123,0.0128771,0.971384,2,0,,,,
383.0,IE98htYEC,王艺翔Kevin,男,海外,241,68,王艺翔Kevin:@东航官网 东航，请你出来解释下，为何在现在“五个一”的政策下，还在出售一天两个航班的机票以及非周一和周三外其他的时间的航班？你们有没有考虑到那些在海外买不到机票而一直被你们政策兜着转的华人的想法？  [组图共2张] 原图 ,无,无,2020-04-20 07:07:00,iPhone客户端,1,0,1,3,2020-04-20 00:00:00,东航，请你出来解释下，为何在现在五个一的政策下，还在出售一天两个航班的机票以及非周一和周三外其他的时间的航班？你们有没有考虑到那些在海外买不到机票而一直被你们政策兜着转的华人的想法？ 原图,0.00326423,0.9967360000000001,0.9927459999999999,0,0,,,,
384.0,IE95yv5rd,来自西伯利亚的少女喵,女,湖北,308,82,来自西伯利亚的少女喵:五个一政策的精髓——五个里面只能走一个 American·Wisconsin Grant  显示地图 ,无,无,2020-04-20 07:00:00,iPhone,2,0,2,5,2020-04-20 00:00:00,五个一政策的精髓五个里面只能走一个 American·Wisconsin Grant 显示地图,0.488387,0.511612,0.76775,1,0,,,,
385.0,IE9255wJ0,jennifer-swy,女,北京,231,118,jennifer-swy:所以6月中旬到底能不能复航？五个一政策到底能不能取消？外航机票还靠不靠谱？退票还是退代金券嘛？#英国回国#  原图 ,无,无,2020-04-20 06:52:00,HUAWEI P30,2,0,10,13,2020-04-20 00:00:00,所以6月中旬到底能不能复航？五个一政策到底能不能取消？外航机票还靠不靠谱？退票还是退代金券嘛？英国回国 原图,0.00113207,0.998868,0.997484,0,0,,,,
386.0,IE8VCqTtX,yunmimii,女,其他,613,1136,yunmimii:五个一政策让我深刻地意识到我真像个孤儿 有家都回不去  ,无,无,2020-04-20 06:36:00,iPhone 11,10,0,0,11,2020-04-20 00:00:00,五个一政策让我深刻地意识到我真像个孤儿 有家都回不去,0.0287012,0.971299,0.936219,0,0,,,,
387.0,IE70gpW4H,赵岗,男,海外,652,38680,赵岗:这个地儿一天一政策，突然出个规则把国际航班改成五个一，无下限的取消航班，关闭中俄口岸，摆明了就是不让海外的中国人回国，自己国家的人回不了自己国家这会导致多少非法滞留，ZF这么无耻竟然有人在摇旗呐喊大声喝彩，吃人血馒头亦不过如此！  ,无,无,2020-04-20 01:42:00,微博国际版,42,3,10,56,2020-04-20 00:00:00,这个地儿一天一政策，突然出个规则把国际航班改成五个一，无下限的取消航班，关闭中俄口岸，摆明了就是不让海外的中国人回国，自己国家的人回不了自己国家这会导致多少非法滞留，ZF这么无耻竟然有人在摇旗呐喊大声喝彩，吃人血馒头亦不过如此！,2.53727e-05,0.999975,0.999944,0,0,,,,
388.0,IE21fyAo8,长兴热线,女,浙江,2030,16016,长兴热线:【民航局：国际机票全部采取直销模式 杜绝倒票炒票行为】通知要求，自通知发布之日起，航空公司在国际航线“五个一”疫情防控政策实施期间，要加强国际机票销售渠道管理，对国际机票全部采取直销模式。严禁换票，订座及购票后禁止更改旅客姓名，以杜绝中间环节倒票、炒票行为。航空公司要严格落实市场主体责任，严格执行国际运价政策，确保公开透明、明码标价。 http://t.cn/A6wp33CZ ,无,无,2020-04-19 13:00:00,微博云剪,0,0,0,1,2020-04-19 00:00:00,民航局：国际机票全部采取直销模式 杜绝倒票炒票行为通知要求，自通知发布之日起，航空公司在国际航线五个一疫情防控政策实施期间，要加强国际机票销售渠道管理，对国际机票全部采取直销模式。严禁换票，订座及购票后禁止更改旅客姓名，以杜绝中间环节倒票、炒票行为。航空公司要严格落实市场主体责任，严格执行国际运价政策，确保公开透明、明码标价。,0.013153,0.9868469999999999,0.9707709999999999,0,0,,,,
389.0,IEHAVgkLo,盐城发布,男,江苏,190,221111,盐城发布:【最新！5月国内外航司国际航班计划公布】3月29日起民航“五个一”政策开始实施1家航空公司在1个国家保留1条航线1周至多1个航班国际航班大幅调整5月各家航司计划执行哪些国际航线？小编补充了一些信息供大家参考最新！5月国内外航司国际航班计划公布  ,无,无,2020-04-23 22:51:00,HUAWEI Mate 30 5G,6,5,0,12,2020-04-23 00:00:00,最新！5月国内外航司国际航班计划公布3月29日起民航五个一政策开始实施1家航空公司在1个国家保留1条航线1周至多1个航班国际航班大幅调整5月各家航司计划执行哪些国际航线？小编补充了一些信息供大家参考最新！5月国内外航司国际航班计划公布,0.40876599999999996,0.591233,0.09162999999999999,0,0,,,,
390.0,IEGS1bmru,李凉白开,男,安徽,100,386,李凉白开:回国机票干脆商量商量搞个竞价卖票算了能买得起机票的都能回去了，还省了找票代可能会被骗的风险五个一政策 绝了能飞的国航东航坐地起价中国的撤侨航班现在是不是全世界最贵的了好歹开放个窗口给确实有困难的人回个家？（这里不是我自己）#留学生回国##东航被曝临时加价回国机票##民航局要求继续调减国际客运航班量# 觉得留学生不该回国的都快过来对线了，你喷任你喷，你看我回不回你？ 原图 ,无,无,2020-04-23 21:00:00,HUAWEI Mate 20 Pro,1673,19,260,1953,2020-04-23 00:00:00,回国机票干脆商量商量搞个竞价卖票算了能买得起机票的都能回去了，还省了找票代可能会被骗的风险五个一政策 绝了能飞的国航东航坐地起价中国的撤侨航班现在是不是全世界最贵的了好歹开放个窗口给确实有困难的人回个家？这里不是我自己留学生回国东航被曝临时加价回国机票民航局要求继续调减国际客运航班量 觉得留学生不该回国的都快过来对线了，你喷任你喷，你看我回不回你？ 原图,0.00459195,0.995408,0.9897959999999999,0,0,,,,
391.0,IEGRchMua,越扶越醉_,男,海外,373,306,越扶越醉_:唉 好想回家啊 美国疫情二月份开始爆发的时候想着到了五六月份能好点 情况只能是越来越糟 前几天想买七月份回来的票也没有了 五个一政策怕不是一直要到六月份 从纽约直飞的航班一周就一班 而且只有东航在飞 两万四的经济舱都没票 洛杉矶的航班都比纽约的多点 F1身份最多到7.18号彻底失效 我怕不是要非法逗留 唉 难啊 大使馆还能管十八岁以下的 我们这些十八岁以上的成年人啊 只能自己管自己了 ,无,无,2020-04-23 20:58:00,iPhone 7,9,0,11,21,2020-04-23 00:00:00,唉 好想回家啊 美国疫情二月份开始爆发的时候想着到了五六月份能好点 情况只能是越来越糟 前几天想买七月份回来的票也没有了 五个一政策怕不是一直要到六月份 从纽约直飞的航班一周就一班 而且只有东航在飞 两万四的经济舱都没票 洛杉矶的航班都比纽约的多点 F1身份最多到718号彻底失效 我怕不是要非法逗留 唉 难啊 大使馆还能管十八岁以下的 我们这些十八岁以上的成年人啊 只能自己管自己了,0.000233298,0.999767,0.999482,0,0,,,,
392.0,IEFsQ1YOv,给我来十斤螺蛳粉,女,湖北,411,178,给我来十斤螺蛳粉:绝了，川航五个一政策执行到六月底，当初三月份没选择跑毒的时候谁会想到大门会关死到七月呢？  ,无,无,2020-04-23 17:26:00,前置双摄vivo X9,157,0,19,177,2020-04-23 00:00:00,绝了，川航五个一政策执行到六月底，当初三月份没选择跑毒的时候谁会想到大门会关死到七月呢？,0.426034,0.573966,0.053257000000000006,0,0,,,,
393.0,IEFb5jJ9h,内江政务,男,四川,34,52,内江政务:内江市政务服务局帮扶责任人到结对帮扶贫户开展精准帮扶----4月14日上午，市政务服务局党组书记、局长何敏率领局机关干部一行，到隆昌市龙市镇福庆村结对帮扶的贫困户家中开展走访慰问，核算贫困户收入，实施精准帮扶，帮助结对帮扶的贫困户巩固脱贫成果，实现稳定增收。市政务服务局干部职工结对帮扶福庆村建档立卡贫困户15户，已于2017年实现脱贫。为确保2020年全市人民同步进入全面小康社会，按照脱贫不脱政策、脱贫不脱帮扶、脱贫不脱责任的要求，市政务服务局党组始终高度重视脱贫攻坚工作，慎终如始，认真落实“五个一”帮扶责任，确保帮扶政策落实到户、实施精准帮扶到户。局机关党委在前期开展入户走访和精心制定今年帮助联系户增收方案基础上，本次联系爱心企业共为12户帮扶对象每户送去种鸡10只，共120只，价值3000余元，并由帮扶责任人分别送到结对帮扶的贫困户家中，预计每户年均将增收约2000元。 [组图共3张] 原图 ,无,无,2020-04-23 16:42:00,微博 weibo.com,0,0,0,1,2020-04-23 00:00:00,内江市政务服务局帮扶责任人到结对帮扶贫户开展精准帮扶4月14日上午，市政务服务局党组书记、局长何敏率领局机关干部一行，到隆昌市龙市镇福庆村结对帮扶的贫困户家中开展走访慰问，核算贫困户收入，实施精准帮扶，帮助结对帮扶的贫困户巩固脱贫成果，实现稳定增收。市政务服务局干部职工结对帮扶福庆村建档立卡贫困户15户，已于2017年实现脱贫。为确保2020年全市人民同步进入全面小康社会，按照脱贫不脱政策、脱贫不脱帮扶、脱贫不脱责任的要求，市政务服务局党组始终高度重视脱贫攻坚工作，慎终如始，认真落实五个一帮扶责任，确保帮扶政策落实到户、实施精准帮扶到户。局机关党委在前期开展入户走访和精心制定今年帮助联系户增收方案基础上，本次联系爱心企业共为12户帮扶对象每户送去种鸡10只，共120只，价值3000余元，并由帮扶责任人分别送到结对帮扶的贫困户家中，预计每户年均将增收约2000元。 原图,0.950535,0.049465300000000004,0.890077,2,0,,,,
394.0,IEEViiOzu,乌海头条,男,内蒙古,33,1172,乌海头条:脱贫攻坚相关政策解读（三）        二、“四不摘、五个一批、六个精准”的内容        7.五个一批：发展生产脱贫一批、易地搬迁脱贫一批、生态补偿脱贫一批、发展教育脱贫一批、社会保障兜底一批。        8.六个精准：扶持对象精准、项目安排精准、资金使用精准、措施到户精准、因村派人精准、脱贫成效精准。        三、教育扶贫政策        9.针对贫困大学生有哪些具体资助措施？国家政策：对全日制本专科二年级以上（含二年级）学生中品学兼优的家庭经济困难学生（约占在校生的3%），补助标准为5000元/生年。对全日制本专科在校生中的家庭经济困难学生（约占在校生的28%），平均补助国家助学金3000元/生年，分档次发放。全日制本专科（含民办高校和独立学院）正式录取的家庭经济困难学生且入学前户籍和其父母户籍均在本旗县，最高限可申请生源地助学贷款8000元/生年。对录取到区内院校的家庭经济困难新生给予新生入学资助500元，对录取到区外院校的家庭经济困难新生入学资助1000元。对被录取入学、无法缴纳学费的家庭经济困难新生，先办理入学手续，然后再根据学生实际情况，分别采取不同办法予以资助。自治区政策：从2017年开始，将所有建档立卡贫困家庭新考入普通高校学生全部纳入自治区普通高校新生入学资助政策(本科生每人4万元、专科生每人3万元)覆盖范围。2018年修订完善了普通高校家庭经济困难学生资助政策，将建档立卡贫困家庭子女、城乡低保家庭子女和孤儿升入普通高校资助资金由原一次性发放（本科4万元、专科3万元）调整为分年度发放，并完善了评审评议、公开公示等环节，对家庭经济困难学生的困难程度进行了合理分档，建立了动态数据库。所需资金全部由自治区本级财政承担。乌海市政策：对乌海市建档立卡贫困户家庭中未享受自治区普通高校新生入学资助政策的在校大学生，且还未完成的学年每年补助1万元（以往就读年份不再进行补助）。 ,无,无,2020-04-23 16:03:00,微博 weibo.com,0,0,0,1,2020-04-23 00:00:00,脱贫攻坚相关政策解读三 二、四不摘、五个一批、六个精准的内容 7五个一批：发展生产脱贫一批、易地搬迁脱贫一批、生态补偿脱贫一批、发展教育脱贫一批、社会保障兜底一批。 8六个精准：扶持对象精准、项目安排精准、资金使用精准、措施到户精准、因村派人精准、脱贫成效精准。 三、教育扶贫政策 9针对贫困大学生有哪些具体资助措施？国家政策：对全日制本专科二年级以上含二年级学生中品学兼优的家庭经济困难学生约占在校生的3，补助标准为5000元生年。对全日制本专科在校生中的家庭经济困难学生约占在校生的28，平均补助国家助学金3000元生年，分档次发放。全日制本专科含民办高校和独立学院正式录取的家庭经济困难学生且入学前户籍和其父母户籍均在本旗县，最高限可申请生源地助学贷款8000元生年。对录取到区内院校的家庭经济困难新生给予新生入学资助500元，对录取到区外院校的家庭经济困难新生入学资助1000元。对被录取入学、无法缴纳学费的家庭经济困难新生，先办理入学手续，然后再根据学生实际情况，分别采取不同办法予以资助。自治区政策：从2017年开始，将所有建档立卡贫困家庭新考入普通高校学生全部纳入自治区普通高校新生入学资助政策本科生每人4万元、专科生每人3万元覆盖范围。2018年修订完善了普通高校家庭经济困难学生资助政策，将建档立卡贫困家庭子女、城乡低保家庭子女和孤儿升入普通高校资助资金由原一次性发放本科4万元、专科3万元调整为分年度发放，并完善了评审评议、公开公示等环节，对家庭经济困难学生的困难程度进行了合理分档，建立了动态数据库。所需资金全部由自治区本级财政承担。乌海市政策：对乌海市建档立卡贫困户家庭中未享受自治区普通高校新生入学资助政策的在校大学生，且还未完成的学年每年补助1万元以往就读年份不再进行补助。,0.913055,0.0869451,0.806789,2,0,,,,
395.0,IEETJ9e0B,ReJoyzus_,女,上海,151,84,ReJoyzus_:如果罗志祥能解除五个一政策，我就替他说句好话  ,无,无,2020-04-23 15:59:00,iPhone客户端,5,0,7,13,2020-04-23 00:00:00,如果罗志祥能解除五个一政策，我就替他说句好话,0.0196122,0.9803879999999999,0.956417,0,0,,,,
396.0,IEEzN3XH0,挑食巨匠大朔,男,海外,210,417,挑食巨匠大朔:五个一政策芝加哥一班都没有就你🐴离谱连个赌的机会都没有  ,无,无,2020-04-23 15:10:00,假的iPhone XS,1,0,4,6,2020-04-23 00:00:00,五个一政策芝加哥一班都没有就你🐴离谱连个赌的机会都没有,0.000160829,0.9998389999999999,0.9996430000000001,0,0,,,,
397.0,IEEq2uLlX,JadedHeartClub,男,海外,405,10907,JadedHeartClub:五个一政策什么时候取消 我顶不住了  ,无,无,2020-04-23 14:46:00,无,5,0,4,10,2020-04-23 00:00:00,五个一政策什么时候取消 我顶不住了,0.04240019999999999,0.9576,0.9057780000000001,0,0,,,,
